symbol,as_of_date,coverage_status,quality_status,readiness_status,coverage_score,quality_score,readiness_score,contract_count,expiration_count,distinct_strike_count,quote_data_observed,provider_capability_limited,coverage_reasons,quality_reasons,readiness_reasons,informational_notes
NKE,2026-07-20,READY,READY,READY,0.872561,1.0,0.936281,42,5,22,False,True,,,,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NOC,2026-07-20,FAILED,REVIEW,FAILED,0.344,1.0,0.672,3,1,3,False,True,contracts 3 < 10 | overall score 0.344 < 0.450,sparse chain: contracts 3 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NOW,2026-07-20,READY,READY,READY,0.90786,1.0,0.95393,62,5,26,False,True,,,,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NRG,2026-07-20,FAILED,REVIEW,FAILED,0.388,1.0,0.694,2,2,2,False,True,contracts 2 < 10 | overall score 0.388 < 0.450,sparse chain: contracts 2 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NSC,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NTAP,2026-07-20,FAILED,REVIEW,FAILED,0.5495,1.0,0.77475,3,2,3,False,True,contracts 3 < 10,sparse chain: contracts 3 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NTRS,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NUE,2026-07-20,FAILED,REVIEW,FAILED,0.5195,0.833333,0.676416,3,2,3,False,True,contracts 3 < 10,IV completeness 0.667 < 0.700 | sparse chain: contracts 3 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NVDA,2026-07-20,READY,READY,READY,0.939404,0.996364,0.967884,275,8,68,False,True,,,,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NVR,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NWS,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NWSA,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NXPI,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
O,2026-07-20,REVIEW,READY,REVIEW,0.773305,1.0,0.886653,11,2,6,False,True,contracts 11 < 20,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ODFL,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
OIH,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
OKE,2026-07-20,REVIEW,READY,REVIEW,0.7485,1.0,0.87425,10,2,6,False,True,contracts 10 < 20 | call/put balance 0.600 < 0.700 | overall score 0.748 < 0.750,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
OMC,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ON,2026-07-20,FAILED,REVIEW,FAILED,0.57625,1.0,0.788125,5,4,4,False,True,contracts 5 < 10,sparse chain: contracts 5 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ORCL,2026-07-20,READY,READY,READY,0.889695,0.996914,0.943304,162,6,58,False,True,,,,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ORLY,2026-07-20,FAILED,REVIEW,FAILED,0.556,1.0,0.778,4,2,4,False,True,contracts 4 < 10,sparse chain: contracts 4 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
OTIS,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
OXY,2026-07-20,REVIEW,READY,REVIEW,0.833927,1.0,0.916964,29,5,18,False,True,call/put balance 0.414 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PANW,2026-07-20,REVIEW,READY,REVIEW,0.851016,1.0,0.925508,24,6,18,False,True,call/put balance 0.583 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PAYX,2026-07-20,FAILED,REVIEW,FAILED,0.6715,1.0,0.83575,6,2,5,False,True,contracts 6 < 10,sparse chain: contracts 6 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PCAR,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PCG,2026-07-20,REVIEW,READY,REVIEW,0.774178,0.961538,0.867858,13,4,9,False,True,contracts 13 < 20 | strike surface 0.636 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PDD,2026-07-20,REVIEW,READY,REVIEW,0.89159,1.0,0.945795,34,6,22,False,True,strike surface 0.697 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PEG,2026-07-20,FAILED,REVIEW,FAILED,0.296,1.0,0.648,2,1,2,False,True,contracts 2 < 10 | overall score 0.296 < 0.450,sparse chain: contracts 2 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PEP,2026-07-20,REVIEW,READY,REVIEW,0.87008,1.0,0.93504,30,6,17,False,True,strike surface 0.667 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PFE,2026-07-20,REVIEW,READY,REVIEW,0.895294,1.0,0.947647,50,6,17,False,True,call/put balance 0.640 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PFG,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PG,2026-07-20,REVIEW,READY,REVIEW,0.783733,1.0,0.891867,18,5,10,False,True,contracts 18 < 20 | call/put balance 0.556 < 0.700 | strike surface 0.601 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PGR,2026-07-20,FAILED,REVIEW,FAILED,0.6835,1.0,0.84175,8,4,7,False,True,contracts 8 < 10,sparse chain: contracts 8 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PH,2026-07-20,FAILED,REVIEW,FAILED,0.388,1.0,0.694,2,2,2,False,True,contracts 2 < 10 | overall score 0.388 < 0.450,sparse chain: contracts 2 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PHM,2026-07-20,FAILED,REVIEW,FAILED,0.388,1.0,0.694,2,2,2,False,True,contracts 2 < 10 | overall score 0.388 < 0.450,sparse chain: contracts 2 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PKG,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PLD,2026-07-20,FAILED,REVIEW,FAILED,0.5625,1.0,0.78125,5,2,4,False,True,contracts 5 < 10,sparse chain: contracts 5 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
